"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","37","ItegrationalTests.IntegrationalTests.OrderIntegrationTests.TestAddOrder","","Sat Jan 04 12:54:26 MSK 2025","passed","Sat Jan 04 12:54:26 MSK 2025","OrderIntegrational Tests","Integrational Tests","ItegrationalTests.IntegrationalTests.OrderIntegrationTests","ItegrationalTests.IntegrationalTests.OrderIntegrationTests.TestAddOrder"
"","368","ItegrationalTests.IntegrationalTests.OrderIntegrationTests.TestUpdateOrder","","Sat Jan 04 12:54:24 MSK 2025","passed","Sat Jan 04 12:54:24 MSK 2025","OrderIntegrational Tests","Integrational Tests","ItegrationalTests.IntegrationalTests.OrderIntegrationTests","ItegrationalTests.IntegrationalTests.OrderIntegrationTests.TestUpdateOrder"
"","52","ItegrationalTests.IntegrationalTests.UserIntegrationTests.TestRegister","","Sat Jan 04 12:54:34 MSK 2025","passed","Sat Jan 04 12:54:34 MSK 2025","UserIntegrational Tests","Integrational Tests","ItegrationalTests.IntegrationalTests.UserIntegrationTests","ItegrationalTests.IntegrationalTests.UserIntegrationTests.TestRegister"
"","351","ItegrationalTests.IntegrationalTests.ItemCartIntegrationTests.TestDeleteItemCart","","Sat Jan 04 12:54:49 MSK 2025","passed","Sat Jan 04 12:54:49 MSK 2025","ItemCartIntegrational Tests","Integrational Tests","ItegrationalTests.IntegrationalTests.ItemCartIntegrationTests","ItegrationalTests.IntegrationalTests.ItemCartIntegrationTests.TestDeleteItemCart"
"","30","ItegrationalTests.IntegrationalTests.CartIntegrationTests.TestAddCart","","Sat Jan 04 12:54:18 MSK 2025","passed","Sat Jan 04 12:54:18 MSK 2025","CartIntegrational Tests","Integrational Tests","ItegrationalTests.IntegrationalTests.CartIntegrationTests","ItegrationalTests.IntegrationalTests.CartIntegrationTests.TestAddCart"
"","13","ItegrationalTests.IntegrationalTests.ProductIntegrationTests.TestDeleteProduct","","Sat Jan 04 12:54:09 MSK 2025","passed","Sat Jan 04 12:54:09 MSK 2025","ProductIntegrational Tests","Integrational Tests","ItegrationalTests.IntegrationalTests.ProductIntegrationTests","ItegrationalTests.IntegrationalTests.ProductIntegrationTests.TestDeleteProduct"
"","17","ItegrationalTests.IntegrationalTests.OrderIntegrationTests.TestDeleteOrder","","Sat Jan 04 12:54:27 MSK 2025","passed","Sat Jan 04 12:54:27 MSK 2025","OrderIntegrational Tests","Integrational Tests","ItegrationalTests.IntegrationalTests.OrderIntegrationTests","ItegrationalTests.IntegrationalTests.OrderIntegrationTests.TestDeleteOrder"
"","6","ItegrationalTests.IntegrationalTests.UserIntegrationTests.TestLogin","","Sat Jan 04 12:54:36 MSK 2025","passed","Sat Jan 04 12:54:36 MSK 2025","UserIntegrational Tests","Integrational Tests","ItegrationalTests.IntegrationalTests.UserIntegrationTests","ItegrationalTests.IntegrationalTests.UserIntegrationTests.TestLogin"
"","7","ItegrationalTests.IntegrationalTests.UserIntegrationTests.TestGetAll","","Sat Jan 04 12:54:35 MSK 2025","passed","Sat Jan 04 12:54:35 MSK 2025","UserIntegrational Tests","Integrational Tests","ItegrationalTests.IntegrationalTests.UserIntegrationTests","ItegrationalTests.IntegrationalTests.UserIntegrationTests.TestGetAll"
"","15","ItegrationalTests.IntegrationalTests.ProductIntegrationTests.TestUpdateProduc","","Sat Jan 04 12:54:07 MSK 2025","passed","Sat Jan 04 12:54:07 MSK 2025","ProductIntegrational Tests","Integrational Tests","ItegrationalTests.IntegrationalTests.ProductIntegrationTests","ItegrationalTests.IntegrationalTests.ProductIntegrationTests.TestUpdateProduc"
"","16","ItegrationalTests.IntegrationalTests.ItemCartIntegrationTests.TestGetAll","","Sat Jan 04 12:54:50 MSK 2025","passed","Sat Jan 04 12:54:50 MSK 2025","ItemCartIntegrational Tests","Integrational Tests","ItegrationalTests.IntegrationalTests.ItemCartIntegrationTests","ItegrationalTests.IntegrationalTests.ItemCartIntegrationTests.TestGetAll"
"","14","ItegrationalTests.IntegrationalTests.ItemCartIntegrationTests.TestUpdateProduc","","Sat Jan 04 12:54:51 MSK 2025","passed","Sat Jan 04 12:54:51 MSK 2025","ItemCartIntegrational Tests","Integrational Tests","ItegrationalTests.IntegrationalTests.ItemCartIntegrationTests","ItegrationalTests.IntegrationalTests.ItemCartIntegrationTests.TestUpdateProduc"
"","8","ItegrationalTests.IntegrationalTests.ItemCartIntegrationTests.TestGetItemCartById","","Sat Jan 04 12:54:52 MSK 2025","passed","Sat Jan 04 12:54:52 MSK 2025","ItemCartIntegrational Tests","Integrational Tests","ItegrationalTests.IntegrationalTests.ItemCartIntegrationTests","ItegrationalTests.IntegrationalTests.ItemCartIntegrationTests.TestGetItemCartById"
